,artist,title,lastPos,rank,weeks,date
66,Brett Young,Here Tonight,92,67,7,2019-03-02
67,Kodak Black,Calling My Spirit,71,68,12,2019-03-02
68,Thomas Rhett,Sixteen,69,69,15,2019-03-02
69,Lukas Graham,Love Someone,70,70,8,2019-03-02
70,Juice WRLD,Armed And Dangerous,65,71,15,2019-03-02
71,Kehlani Featuring Ty Dolla $ign,Nights Like This,89,72,6,2019-03-02
72,Lil Baby,Close Friends,68,73,17,2019-03-02
73,Ariana Grande,In My Head,38,74,2,2019-03-02
74,Yo Gotti Featuring Lil Baby,Put A Date On It,72,75,4,2019-03-02
75,Lil Baby,Pure Cocaine,67,76,11,2019-03-02
76,Jake Owen,Down To The Honkytonk,79,77,8,2019-03-02
77,Anuel AA & Romeo Santos,Ella Quiere Beber,74,78,16,2019-03-02
78,Billie Eilish & Khalid,Lovely,75,79,17,2019-03-02
79,Florida Georgia Line,Talk You Out Of It,0,80,1,2019-03-02
80,Kelsea Ballerini,Miss Me More,91,81,3,2019-03-02
81,Loud Luxury Featuring Brando,Body,82,82,8,2019-03-02
82,Midland,Burn Out,85,83,7,2019-03-02
83,Chase Rice,Eyes On You,0,84,1,2019-03-02
84,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,56,85,2,2019-03-02
85,Zedd & Katy Perry,365,0,86,1,2019-03-02
86,YK Osiris,Worth It,0,87,1,2019-03-02
87,Billie Eilish,When The Party's Over,78,88,18,2019-03-02
88,Travis Scott,Yosemite,90,89,18,2019-03-02
89,Ella Mai,Shot Clock,81,90,4,2019-03-02
90,Riley Green,There Was This Girl,0,91,1,2019-03-02
91,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,95,92,3,2019-03-02
92,Cody Johnson,On My Way To You,100,93,4,2019-03-02
93,Alec Benjamin + Alessia Cara,Let Me Down Slowly,94,94,5,2019-03-02
94,Ariana Grande,Make Up,48,95,2,2019-03-02
95,Old Dominion,Make It Sweet,84,96,8,2019-03-02
96,Dustin Lynch,Good Girl,83,97,15,2019-03-02
97,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,88,98,17,2019-03-02
98,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender,99,99,9,2019-03-02
99,Michael Ray,One That Got Away,0,100,1,2019-03-02
0,Ariana Grande,7 Rings,1,1,4,2019-02-23
1,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",0,2,1,2019-02-23
2,Ariana Grande,"Thank U, Next",7,3,15,2019-02-23
3,Halsey,Without Me,3,4,19,2019-02-23
4,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),4,5,17,2019-02-23
5,Marshmello & Bastille,Happier,2,6,26,2019-02-23
6,Travis Scott,Sicko Mode,5,7,28,2019-02-23
7,Panic! At The Disco,High Hopes,6,8,28,2019-02-23
8,Post Malone,Wow.,9,9,8,2019-02-23
9,"benny blanco, Halsey & Khalid",Eastside,11,10,31,2019-02-23
10,J. Cole,Middle Child,8,11,4,2019-02-23
11,Maroon 5 Featuring Cardi B,Girls Like You,10,12,38,2019-02-23
12,Meek Mill Featuring Drake,Going Bad,15,13,11,2019-02-23
13,Ariana Grande,Needy,0,14,1,2019-02-23
14,21 Savage,A Lot,12,15,8,2019-02-23
15,Lil Baby & Gunna,Drip Too Hard,13,16,22,2019-02-23
16,Ariana Grande,NASA,0,17,1,2019-02-23
17,Lady Gaga & Bradley Cooper,Shallow,24,18,20,2019-02-23
18,Cardi B,Money,16,19,17,2019-02-23
19,Blueface,Thotiana,20,20,5,2019-02-23
20,Ariana Grande,Imagine,0,21,6,2019-02-23
21,Ariana Grande,Bloodline,0,22,1,2019-02-23
22,Khalid,Better,18,23,22,2019-02-23
23,Kodak Black Featuring Travis Scott & Offset,ZEZE,17,24,18,2019-02-23
24,Ariana Grande,Ghostin,0,25,1,2019-02-23
25,Ariana Grande,Fake Smile,0,26,1,2019-02-23
26,Ariana Grande,Bad Idea,0,27,1,2019-02-23
27,Bad Bunny Featuring Drake,MIA,19,28,18,2019-02-23
28,Post Malone,Better Now,21,29,42,2019-02-23
29,Sam Smith & Normani,Dancing With A Stranger,26,30,5,2019-02-23
30,Dan + Shay,Tequila,31,31,41,2019-02-23
31,Billie Eilish,Bury A Friend,14,32,3,2019-02-23
32,Flipp Dinero,Leave Me Alone,25,33,22,2019-02-23
33,5 Seconds Of Summer,Youngblood,23,34,37,2019-02-23
34,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,22,35,22,2019-02-23
35,Luke Combs,Beautiful Crazy,36,36,14,2019-02-23
36,Ava Max,Sweet But Psycho,30,37,9,2019-02-23
37,Ariana Grande,In My Head,0,38,1,2019-02-23
38,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,29,39,20,2019-02-23
39,Lauren Daigle,You Say,37,40,31,2019-02-23
40,Sheck Wes,Mo Bamba,27,41,25,2019-02-23
41,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,33,42,13,2019-02-23
42,Juice WRLD,Lucid Dreams,34,43,40,2019-02-23
43,Khalid,Talk,0,44,1,2019-02-23
44,"Cardi B, Bad Bunny & J Balvin",I Like It,39,45,45,2019-02-23
45,Dean Lewis,Be Alright,43,46,16,2019-02-23
46,A Boogie Wit da Hoodie,Look Back At It,32,47,10,2019-02-23
47,Ariana Grande,Make Up,0,48,1,2019-02-23
48,Pinkfong,Baby Shark,40,49,7,2019-02-23
49,Calboy,Envy Me,45,50,9,2019-02-23
50,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,46,51,8,2019-02-23
51,Scotty McCreery,This Is It,42,52,10,2019-02-23
52,Pardison Fontaine Featuring Cardi B,Backin' It Up,48,53,18,2019-02-23
53,City Girls Featuring Cardi B,Twerk,50,54,6,2019-02-23
54,Jason Aldean,Girl Like You,51,55,12,2019-02-23
55,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,0,56,1,2019-02-23
56,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,52,57,18,2019-02-23
57,Gesaffelstein & The Weeknd,Lost In The Fire,49,58,5,2019-02-23
58,YNW Melly,Murder On My Mind,73,59,4,2019-02-23
59,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,53,60,11,2019-02-23
60,Mustard & Migos,Pure Water,64,61,3,2019-02-23
61,Jordan Davis,Take It From Me,58,62,7,2019-02-23
62,Chris Brown,Undecided,54,63,6,2019-02-23
63,Luke Bryan,What Makes You Country,63,64,7,2019-02-23
64,Juice WRLD,Armed And Dangerous,62,65,14,2019-02-23
65,Chris Stapleton,Millionaire,69,66,10,2019-02-23
66,Lil Baby,Pure Cocaine,57,67,10,2019-02-23
67,Lil Baby,Close Friends,99,68,16,2019-02-23
68,Thomas Rhett,Sixteen,55,69,14,2019-02-23
69,Lukas Graham,Love Someone,72,70,7,2019-02-23
70,Kodak Black,Calling My Spirit,67,71,11,2019-02-23
71,Yo Gotti Featuring Lil Baby,Put A Date On It,59,72,3,2019-02-23
72,Lil Wayne,Uproar,65,73,20,2019-02-23
73,Anuel AA & Romeo Santos,Ella Quiere Beber,68,74,15,2019-02-23
74,Billie Eilish & Khalid,Lovely,66,75,16,2019-02-23
75,Dierks Bentley Featuring Brothers Osborne,Burning Man,60,76,17,2019-02-23
76,Jacquees,You,70,77,12,2019-02-23
77,Billie Eilish,When The Party's Over,61,78,17,2019-02-23
78,Jake Owen,Down To The Honkytonk,74,79,7,2019-02-23
79,Anuel AA & Karol G,Secreto,0,80,3,2019-02-23
80,Ella Mai,Shot Clock,82,81,3,2019-02-23
81,Loud Luxury Featuring Brando,Body,81,82,7,2019-02-23
82,Dustin Lynch,Good Girl,71,83,14,2019-02-23
83,Old Dominion,Make It Sweet,87,84,7,2019-02-23
84,Midland,Burn Out,93,85,6,2019-02-23
85,Zara Larsson,Ruin My Life,78,86,7,2019-02-23
86,Carrie Underwood,Love Wins,84,87,7,2019-02-23
87,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,79,88,16,2019-02-23
88,Kehlani Featuring Ty Dolla $ign,Nights Like This,76,89,5,2019-02-23
89,Travis Scott,Yosemite,77,90,17,2019-02-23
90,Kelsea Ballerini,Miss Me More,95,91,2,2019-02-23
91,Brett Young,Here Tonight,89,92,6,2019-02-23
92,YNW Melly Featuring Kanye West,Mixed Personalities,86,93,4,2019-02-23
93,Alec Benjamin + Alessia Cara,Let Me Down Slowly,94,94,4,2019-02-23
94,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,0,95,2,2019-02-23
95,Tory Lanez & Rich The Kid,Talk To Me,83,96,16,2019-02-23
96,Rich The Kid,Splashin,90,97,4,2019-02-23
97,Kacey Musgraves,Rainbow,0,98,1,2019-02-23
98,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender,85,99,8,2019-02-23
99,Cody Johnson,On My Way To You,100,100,3,2019-02-23
0,Ariana Grande,7 Rings,1,1,3,2019-02-16
1,Marshmello & Bastille,Happier,8,2,25,2019-02-16
2,Halsey,Without Me,2,3,18,2019-02-16
3,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),3,4,16,2019-02-16
4,Travis Scott,Sicko Mode,5,5,27,2019-02-16
5,Panic! At The Disco,High Hopes,7,6,27,2019-02-16
6,Ariana Grande,"Thank U, Next",6,7,14,2019-02-16
7,J. Cole,Middle Child,4,8,3,2019-02-16
8,Post Malone,Wow.,9,9,7,2019-02-16
9,Maroon 5 Featuring Cardi B,Girls Like You,10,10,37,2019-02-16
10,"benny blanco, Halsey & Khalid",Eastside,11,11,30,2019-02-16
11,21 Savage,A Lot,26,12,7,2019-02-16
12,Lil Baby & Gunna,Drip Too Hard,12,13,21,2019-02-16
13,Billie Eilish,Bury A Friend,74,14,2,2019-02-16
14,Meek Mill Featuring Drake,Going Bad,15,15,10,2019-02-16
15,Cardi B,Money,13,16,16,2019-02-16
16,Kodak Black Featuring Travis Scott & Offset,ZEZE,14,17,17,2019-02-16
17,Khalid,Better,23,18,21,2019-02-16
18,Bad Bunny Featuring Drake,MIA,22,19,17,2019-02-16
19,Blueface,Thotiana,28,20,4,2019-02-16
20,Post Malone,Better Now,19,21,41,2019-02-16
21,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,17,22,21,2019-02-16
22,5 Seconds Of Summer,Youngblood,21,23,36,2019-02-16
23,Lady Gaga & Bradley Cooper,Shallow,16,24,19,2019-02-16
24,Flipp Dinero,Leave Me Alone,20,25,21,2019-02-16
25,Sam Smith & Normani,Dancing With A Stranger,31,26,4,2019-02-16
26,Sheck Wes,Mo Bamba,18,27,24,2019-02-16
27,Marshmello,Alone,0,28,11,2019-02-16
28,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,24,29,19,2019-02-16
29,Ava Max,Sweet But Psycho,32,30,8,2019-02-16
30,Dan + Shay,Tequila,29,31,40,2019-02-16
31,A Boogie Wit da Hoodie,Look Back At It,40,32,9,2019-02-16
32,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,30,33,12,2019-02-16
33,Juice WRLD,Lucid Dreams,27,34,39,2019-02-16
34,Ariana Grande,Breathin,25,35,25,2019-02-16
35,Luke Combs,Beautiful Crazy,38,36,13,2019-02-16
36,Lauren Daigle,You Say,39,37,30,2019-02-16
37,Ella Mai,Trip,35,38,27,2019-02-16
38,"Cardi B, Bad Bunny & J Balvin",I Like It,41,39,44,2019-02-16
39,Pinkfong,Baby Shark,36,40,6,2019-02-16
40,Khalid & Normani,Love Lies,37,41,51,2019-02-16
41,Scotty McCreery,This Is It,49,42,9,2019-02-16
42,Dean Lewis,Be Alright,44,43,15,2019-02-16
43,Dan + Shay,Speechless,34,44,22,2019-02-16
44,Calboy,Envy Me,43,45,8,2019-02-16
45,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,45,46,7,2019-02-16
46,Bazzi Featuring Camila Cabello,Beautiful,33,47,27,2019-02-16
47,Pardison Fontaine Featuring Cardi B,Backin' It Up,47,48,17,2019-02-16
48,Gesaffelstein & The Weeknd,Lost In The Fire,42,49,4,2019-02-16
49,City Girls Featuring Cardi B,Twerk,46,50,5,2019-02-16
50,Jason Aldean,Girl Like You,48,51,11,2019-02-16
51,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,52,52,17,2019-02-16
52,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,51,53,10,2019-02-16
53,Chris Brown,Undecided,54,54,5,2019-02-16
54,Thomas Rhett,Sixteen,50,55,13,2019-02-16
55,Gunna,One Call,0,56,1,2019-02-16
56,Lil Baby,Pure Cocaine,56,57,9,2019-02-16
57,Jordan Davis,Take It From Me,68,58,6,2019-02-16
58,Yo Gotti Featuring Lil Baby,Put A Date On It,65,59,2,2019-02-16
59,Dierks Bentley Featuring Brothers Osborne,Burning Man,53,60,16,2019-02-16
60,Billie Eilish,When The Party's Over,76,61,16,2019-02-16
61,Juice WRLD,Armed And Dangerous,60,62,13,2019-02-16
62,Luke Bryan,What Makes You Country,69,63,6,2019-02-16
63,Mustard & Migos,Pure Water,0,64,2,2019-02-16
64,Lil Wayne,Uproar,58,65,19,2019-02-16
65,Billie Eilish & Khalid,Lovely,81,66,15,2019-02-16
66,Kodak Black,Calling My Spirit,64,67,10,2019-02-16
67,Anuel AA & Romeo Santos,Ella Quiere Beber,67,68,14,2019-02-16
68,Chris Stapleton,Millionaire,70,69,9,2019-02-16
69,Jacquees,You,63,70,11,2019-02-16
70,Dustin Lynch,Good Girl,59,71,13,2019-02-16
71,Lukas Graham,Love Someone,80,72,6,2019-02-16
72,YNW Melly,Murder On My Mind,78,73,3,2019-02-16
73,Jake Owen,Down To The Honkytonk,82,74,6,2019-02-16
74,Khalid & Kane Brown,Saturday Nights,61,75,5,2019-02-16
75,Kehlani Featuring Ty Dolla $ign,Nights Like This,83,76,4,2019-02-16
76,Travis Scott,Yosemite,75,77,16,2019-02-16
77,Zara Larsson,Ruin My Life,79,78,6,2019-02-16
78,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,72,79,15,2019-02-16
79,Future Featuring Travis Scott,First Off,57,80,3,2019-02-16
80,Loud Luxury Featuring Brando,Body,87,81,6,2019-02-16
81,Ella Mai,Shot Clock,88,82,2,2019-02-16
82,Tory Lanez & Rich The Kid,Talk To Me,94,83,15,2019-02-16
83,Carrie Underwood,Love Wins,91,84,6,2019-02-16
84,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender,84,85,7,2019-02-16
85,YNW Melly Featuring Kanye West,Mixed Personalities,73,86,3,2019-02-16
86,Old Dominion,Make It Sweet,93,87,6,2019-02-16
87,benny blanco & Juice WRLD Featuring Brendon Urie,Roses,85,88,6,2019-02-16
88,Brett Young,Here Tonight,96,89,5,2019-02-16
89,Rich The Kid,Splashin,92,90,3,2019-02-16
90,Logic,Keanu Reeves,62,91,3,2019-02-16
91,French Montana Featuring Drake,No Stylist,66,92,20,2019-02-16
92,Midland,Burn Out,95,93,5,2019-02-16
93,Alec Benjamin + Alessia Cara,Let Me Down Slowly,100,94,3,2019-02-16
94,Kelsea Ballerini,Miss Me More,0,95,1,2019-02-16
95,Billie Eilish,Ocean Eyes,0,96,6,2019-02-16
96,Future,Crushed Up,71,97,5,2019-02-16
97,Jon Pardi,Night Shift,98,98,2,2019-02-16
98,Lil Baby,Close Friends,0,99,15,2019-02-16
99,Cody Johnson,On My Way To You,0,100,2,2019-02-16
0,Ariana Grande,7 Rings,1,1,2,2019-02-09
1,Halsey,Without Me,2,2,17,2019-02-09
2,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),3,3,15,2019-02-09
3,J. Cole,Middle Child,26,4,2,2019-02-09
4,Travis Scott,Sicko Mode,5,5,26,2019-02-09
5,Ariana Grande,"Thank U, Next",4,6,13,2019-02-09
6,Panic! At The Disco,High Hopes,6,7,26,2019-02-09
7,Marshmello & Bastille,Happier,7,8,24,2019-02-09
8,Post Malone,Wow.,8,9,6,2019-02-09
9,Maroon 5 Featuring Cardi B,Girls Like You,9,10,36,2019-02-09
10,"benny blanco, Halsey & Khalid",Eastside,11,11,29,2019-02-09
11,Lil Baby & Gunna,Drip Too Hard,10,12,20,2019-02-09
12,Cardi B,Money,13,13,15,2019-02-09
13,Kodak Black Featuring Travis Scott & Offset,ZEZE,12,14,16,2019-02-09
14,Meek Mill Featuring Drake,Going Bad,14,15,9,2019-02-09
15,Lady Gaga & Bradley Cooper,Shallow,24,16,18,2019-02-09
16,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,15,17,20,2019-02-09
17,Sheck Wes,Mo Bamba,16,18,23,2019-02-09
18,Post Malone,Better Now,20,19,40,2019-02-09
19,Flipp Dinero,Leave Me Alone,21,20,20,2019-02-09
20,5 Seconds Of Summer,Youngblood,17,21,35,2019-02-09
21,Bad Bunny Featuring Drake,MIA,19,22,16,2019-02-09
22,Khalid,Better,23,23,20,2019-02-09
23,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,18,24,18,2019-02-09
24,Ariana Grande,Breathin,22,25,24,2019-02-09
25,21 Savage,A Lot,34,26,6,2019-02-09
26,Juice WRLD,Lucid Dreams,25,27,38,2019-02-09
27,Blueface,Thotiana,66,28,3,2019-02-09
28,Dan + Shay,Tequila,0,29,39,2019-02-09
29,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,28,30,11,2019-02-09
30,Sam Smith & Normani,Dancing With A Stranger,41,31,3,2019-02-09
31,Ava Max,Sweet But Psycho,35,32,7,2019-02-09
32,Bazzi Featuring Camila Cabello,Beautiful,27,33,26,2019-02-09
33,Dan + Shay,Speechless,31,34,21,2019-02-09
34,Ella Mai,Trip,30,35,26,2019-02-09
35,Pinkfong,Baby Shark,36,36,5,2019-02-09
36,Khalid & Normani,Love Lies,32,37,50,2019-02-09
37,Luke Combs,Beautiful Crazy,42,38,12,2019-02-09
38,Lauren Daigle,You Say,39,39,29,2019-02-09
39,A Boogie Wit da Hoodie,Look Back At It,44,40,8,2019-02-09
40,"Cardi B, Bad Bunny & J Balvin",I Like It,37,41,43,2019-02-09
41,Gesaffelstein & The Weeknd,Lost In The Fire,33,42,3,2019-02-09
42,Calboy,Envy Me,45,43,7,2019-02-09
43,Dean Lewis,Be Alright,52,44,14,2019-02-09
44,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,46,45,6,2019-02-09
45,City Girls Featuring Cardi B,Twerk,29,46,4,2019-02-09
46,Pardison Fontaine Featuring Cardi B,Backin' It Up,40,47,16,2019-02-09
47,Jason Aldean,Girl Like You,51,48,10,2019-02-09
48,Scotty McCreery,This Is It,53,49,8,2019-02-09
49,Thomas Rhett,Sixteen,49,50,12,2019-02-09
50,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,54,51,9,2019-02-09
51,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,56,52,16,2019-02-09
52,Dierks Bentley Featuring Brothers Osborne,Burning Man,48,53,15,2019-02-09
53,Chris Brown,Undecided,55,54,4,2019-02-09
54,Jimmie Allen,Best Shot,60,55,20,2019-02-09
55,Lil Baby,Pure Cocaine,89,56,8,2019-02-09
56,Future Featuring Travis Scott,First Off,47,57,2,2019-02-09
57,Lil Wayne,Uproar,59,58,18,2019-02-09
58,Dustin Lynch,Good Girl,58,59,12,2019-02-09
59,Juice WRLD,Armed And Dangerous,63,60,12,2019-02-09
60,Khalid & Kane Brown,Saturday Nights,75,61,4,2019-02-09
61,Logic,Keanu Reeves,38,62,2,2019-02-09
62,Jacquees,You,67,63,10,2019-02-09
63,Kodak Black,Calling My Spirit,62,64,9,2019-02-09
64,Yo Gotti Featuring Lil Baby,Put A Date On It,0,65,1,2019-02-09
65,French Montana Featuring Drake,No Stylist,69,66,19,2019-02-09
66,Anuel AA & Romeo Santos,Ella Quiere Beber,61,67,13,2019-02-09
67,Jordan Davis,Take It From Me,78,68,5,2019-02-09
68,Luke Bryan,What Makes You Country,70,69,5,2019-02-09
69,Chris Stapleton,Millionaire,73,70,8,2019-02-09
70,Future,Crushed Up,43,71,4,2019-02-09
71,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,64,72,14,2019-02-09
72,YNW Melly Featuring Kanye West,Mixed Personalities,71,73,2,2019-02-09
73,Billie Eilish,Bury A Friend,0,74,1,2019-02-09
74,Travis Scott,Yosemite,74,75,15,2019-02-09
75,Billie Eilish,When The Party's Over,87,76,15,2019-02-09
76,Anuel AA & Karol G,Secreto,68,77,2,2019-02-09
77,YNW Melly,Murder On My Mind,95,78,2,2019-02-09
78,Zara Larsson,Ruin My Life,77,79,5,2019-02-09
79,Lukas Graham,Love Someone,86,80,5,2019-02-09
80,Billie Eilish & Khalid,Lovely,82,81,14,2019-02-09
81,Jake Owen,Down To The Honkytonk,84,82,5,2019-02-09
82,Kehlani Featuring Ty Dolla $ign,Nights Like This,88,83,3,2019-02-09
83,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender,80,84,6,2019-02-09
84,benny blanco & Juice WRLD Featuring Brendon Urie,Roses,97,85,5,2019-02-09
85,Lauv & Troye Sivan,I'm So Tired...,0,86,1,2019-02-09
86,Loud Luxury Featuring Brando,Body,85,87,5,2019-02-09
87,Ella Mai,Shot Clock,0,88,1,2019-02-09
88,XXXTENTACION,Sauce!,0,89,1,2019-02-09
89,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,0,90,1,2019-02-09
90,Carrie Underwood,Love Wins,93,91,5,2019-02-09
91,Rich The Kid,Splashin,0,92,2,2019-02-09
92,Old Dominion,Make It Sweet,92,93,5,2019-02-09
93,Tory Lanez & Rich The Kid,Talk To Me,94,94,14,2019-02-09
94,Midland,Burn Out,0,95,4,2019-02-09
95,Brett Young,Here Tonight,0,96,4,2019-02-09
96,XXXTENTACION,BAD!,0,97,11,2019-02-09
97,Jon Pardi,Night Shift,0,98,1,2019-02-09
98,Russell Dickerson,Blue Tacoma,0,99,19,2019-02-09
99,Alec Benjamin + Alessia Cara,Let Me Down Slowly,0,100,2,2019-02-09
0,Ariana Grande,7 Rings,0,1,1,2019-02-02
1,Halsey,Without Me,1,2,16,2019-02-02
2,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),2,3,14,2019-02-02
3,Ariana Grande,"Thank U, Next",5,4,12,2019-02-02
4,Travis Scott,Sicko Mode,3,5,25,2019-02-02
5,Panic! At The Disco,High Hopes,4,6,25,2019-02-02
6,Marshmello & Bastille,Happier,6,7,23,2019-02-02
7,Post Malone,Wow.,9,8,5,2019-02-02
8,Maroon 5 Featuring Cardi B,Girls Like You,7,9,35,2019-02-02
9,Lil Baby & Gunna,Drip Too Hard,8,10,19,2019-02-02
10,"benny blanco, Halsey & Khalid",Eastside,11,11,28,2019-02-02
11,Kodak Black Featuring Travis Scott & Offset,ZEZE,10,12,15,2019-02-02
12,Cardi B,Money,13,13,14,2019-02-02
13,Meek Mill Featuring Drake,Going Bad,17,14,8,2019-02-02
14,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,12,15,19,2019-02-02
15,Sheck Wes,Mo Bamba,14,16,22,2019-02-02
16,5 Seconds Of Summer,Youngblood,16,17,34,2019-02-02
17,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,19,18,17,2019-02-02
18,Bad Bunny Featuring Drake,MIA,20,19,15,2019-02-02
19,Post Malone,Better Now,15,20,39,2019-02-02
20,Flipp Dinero,Leave Me Alone,21,21,19,2019-02-02
21,Ariana Grande,Breathin,18,22,23,2019-02-02
22,Khalid,Better,22,23,19,2019-02-02
23,Lady Gaga & Bradley Cooper,Shallow,24,24,17,2019-02-02
24,Juice WRLD,Lucid Dreams,23,25,37,2019-02-02
25,J. Cole,Middle Child,0,26,1,2019-02-02
26,Bazzi Featuring Camila Cabello,Beautiful,26,27,25,2019-02-02
27,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,32,28,10,2019-02-02
28,City Girls Featuring Cardi B,Twerk,54,29,3,2019-02-02
29,Ella Mai,Trip,29,30,25,2019-02-02
30,Dan + Shay,Speechless,25,31,20,2019-02-02
31,Khalid & Normani,Love Lies,28,32,49,2019-02-02
32,Gesaffelstein & The Weeknd,Lost In The Fire,27,33,2,2019-02-02
33,21 Savage,A Lot,34,34,5,2019-02-02
34,Ava Max,Sweet But Psycho,36,35,6,2019-02-02
35,Pinkfong,Baby Shark,37,36,4,2019-02-02
36,"Cardi B, Bad Bunny & J Balvin",I Like It,30,37,42,2019-02-02
37,Logic,Keanu Reeves,0,38,1,2019-02-02
38,Lauren Daigle,You Say,35,39,28,2019-02-02
39,Pardison Fontaine Featuring Cardi B,Backin' It Up,45,40,15,2019-02-02
40,Sam Smith & Normani,Dancing With A Stranger,33,41,2,2019-02-02
41,Luke Combs,Beautiful Crazy,42,42,11,2019-02-02
42,Future,Crushed Up,59,43,3,2019-02-02
43,A Boogie Wit da Hoodie,Look Back At It,40,44,7,2019-02-02
44,Calboy,Envy Me,41,45,6,2019-02-02
45,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,39,46,5,2019-02-02
46,Future Featuring Travis Scott,First Off,0,47,1,2019-02-02
47,Dierks Bentley Featuring Brothers Osborne,Burning Man,47,48,14,2019-02-02
48,Thomas Rhett,Sixteen,43,49,11,2019-02-02
49,Imagine Dragons,Natural,31,50,27,2019-02-02
50,Jason Aldean,Girl Like You,46,51,9,2019-02-02
51,Dean Lewis,Be Alright,44,52,13,2019-02-02
52,Scotty McCreery,This Is It,52,53,7,2019-02-02
53,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,50,54,8,2019-02-02
54,Chris Brown,Undecided,56,55,3,2019-02-02
55,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,51,56,15,2019-02-02
56,Future,Jumpin On A Jet,80,57,2,2019-02-02
57,Dustin Lynch,Good Girl,53,58,11,2019-02-02
58,Lil Wayne,Uproar,49,59,17,2019-02-02
59,Jimmie Allen,Best Shot,48,60,19,2019-02-02
60,Anuel AA & Romeo Santos,Ella Quiere Beber,66,61,12,2019-02-02
61,Kodak Black,Calling My Spirit,55,62,8,2019-02-02
62,Juice WRLD,Armed And Dangerous,58,63,11,2019-02-02
63,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,62,64,13,2019-02-02
64,Future,Never Stop,0,65,1,2019-02-02
65,Blueface,Thotiana,75,66,2,2019-02-02
66,Jacquees,You,61,67,9,2019-02-02
67,Anuel AA & Karol G,Secreto,0,68,1,2019-02-02
68,French Montana Featuring Drake,No Stylist,63,69,18,2019-02-02
69,Luke Bryan,What Makes You Country,73,70,4,2019-02-02
70,YNW Melly Featuring Kanye West,Mixed Personalities,0,71,1,2019-02-02
71,Camila Cabello,Consequences,60,72,12,2019-02-02
72,Chris Stapleton,Millionaire,71,73,7,2019-02-02
73,Travis Scott,Yosemite,70,74,14,2019-02-02
74,Khalid & Kane Brown,Saturday Nights,57,75,3,2019-02-02
75,Future,Temptation,0,76,1,2019-02-02
76,Zara Larsson,Ruin My Life,77,77,4,2019-02-02
77,Jordan Davis,Take It From Me,76,78,4,2019-02-02
78,Future,Rocket Ship,0,79,1,2019-02-02
79,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender,65,80,5,2019-02-02
80,Mustard & Migos,Pure Water,0,81,1,2019-02-02
81,Billie Eilish & Khalid,Lovely,64,82,13,2019-02-02
82,Future,F&N,0,83,1,2019-02-02
83,Jake Owen,Down To The Honkytonk,78,84,4,2019-02-02
84,Loud Luxury Featuring Brando,Body,82,85,4,2019-02-02
85,Lukas Graham,Love Someone,81,86,4,2019-02-02
